EmployeeID,EnvironmentSatisfaction,JobSatisfaction,WorkLifeBalance,Age,Attrition,BusinessTravel,Department,DistanceFromHome,Education,EducationField,EmployeeCount,Gender,JobLevel,JobRole,MaritalStatus,MonthlyIncome,NumCompaniesWorked,Over18,PercentSalaryHike,StandardHours,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,YearsAtCompany,YearsSinceLastPromotion,YearsWithCurrManager,JobInvolvement,PerformanceRating,hrs
3841,High,High,Good,37,No,Travel_Rarely,Research & Development,29,Master,Technical Degree,1,Male,1,Laboratory Technician,Married,78800,3.0,Y,12,8,1,9.0,2,4,0,2,Very High,Excellent,7.939579945799444
3842,Low,High,Bad,39,No,Travel_Frequently,Research & Development,2,Bachelor,Technical Degree,1,Female,2,Manager,Single,131940,0.0,Y,11,8,0,10.0,2,9,3,8,High,Excellent,6.680691609977222
3843,Very High,Very High,Better,45,No,Travel_Rarely,Research & Development,28,Bachelor,Life Sciences,1,Female,2,Laboratory Technician,Divorced,50670,1.0,Y,11,8,2,10.0,3,10,3,9,Medium,Excellent,7.2214114434947225
3844,Very High,High,Best,38,No,Travel_Rarely,Research & Development,2,Master,Life Sciences,1,Female,3,Sales Executive,Married,50790,3.0,Y,11,8,0,10.0,3,5,0,2,High,Excellent,9.603570089076388
3845,Very High,Low,Better,35,Yes,Travel_Rarely,Research & Development,2,Bachelor,Life Sciences,1,Male,3,Healthcare Representative,Married,23210,9.0,Y,12,8,1,15.0,0,13,6,0,High,Excellent,5.993160310734445
3846,Medium,Medium,Bad,37,No,Travel_Rarely,Research & Development,22,Bachelor,Life Sciences,1,Female,2,Healthcare Representative,Married,174440,1.0,Y,14,8,0,8.0,4,8,7,7,High,Excellent,8.025352657004722
3847,High,Very High,Good,40,No,Travel_Rarely,Research & Development,8,Bachelor,Technical Degree,1,Female,2,Healthcare Representative,Single,24040,6.0,Y,17,8,0,18.0,2,4,3,3,Medium,Excellent,9.174397363465
3848,Low,Very High,Better,44,No,Travel_Frequently,Sales,2,College,Marketing,1,Male,1,Laboratory Technician,Married,34520,4.0,Y,11,8,1,14.0,2,10,0,2,Medium,Excellent,8.587735042735
3849,High,Very High,Better,48,No,Travel_Frequently,Sales,10,Master,Marketing,1,Female,3,Manager,Married,22700,2.0,Y,14,8,3,23.0,2,2,2,2,High,Excellent,7.094894067796389
3850,Low,Very High,Good,35,Yes,Travel_Rarely,Research & Development,9,Bachelor,Life Sciences,1,Male,2,Manager,Divorced,173990,6.0,Y,12,8,0,7.0,3,2,2,2,Low,Excellent,10.653855601469166
3851,Low,Very High,Better,24,No,Travel_Frequently,Research & Development,15,Bachelor,Life Sciences,1,Male,2,Research Scientist,Single,54880,1.0,Y,22,8,1,6.0,6,6,1,3,High,Outstanding,8.643409297051944
3852,Medium,High,Better,27,No,Travel_Rarely,Sales,10,Master,Life Sciences,1,Male,3,Sales Executive,Married,194190,7.0,Y,14,8,1,5.0,2,3,0,2,Low,Excellent,7.206112263715833
3853,Very High,Very High,Good,27,No,Travel_Frequently,Research & Development,7,Bachelor,Life Sciences,1,Male,1,Research Scientist,Single,28110,2.0,Y,20,8,0,6.0,3,4,1,2,High,Outstanding,6.407136015325555
3854,Low,Low,Bad,40,Yes,Travel_Rarely,Sales,16,Master,Marketing,1,Male,1,Research Director,Single,36330,3.0,Y,16,8,2,10.0,0,4,0,3,High,Excellent,10.53904878618111
3855,High,High,Better,29,No,Travel_Rarely,Research & Development,20,Below College,Medical,1,Female,2,Manager,Single,41630,9.0,Y,15,8,1,8.0,4,5,1,4,Medium,Excellent,7.2895305676855555
3856,Medium,Low,Better,36,No,Travel_Rarely,Research & Development,23,Bachelor,Life Sciences,1,Female,3,Sales Executive,Married,21320,4.0,Y,20,8,0,9.0,1,3,0,2,Medium,Outstanding,7.853882953466111
3857,Very High,High,Better,25,No,Travel_Frequently,Sales,5,Below College,Marketing,1,Male,4,Manufacturing Director,Divorced,139730,1.0,Y,14,8,0,7.0,3,7,0,7,Medium,Excellent,6.013528368794167
3858,Very High,Medium,Better,39,No,Travel_Rarely,Sales,10,Bachelor,Marketing,1,Female,2,Research Director,Married,26840,4.0,Y,12,8,0,7.0,2,5,1,0,High,Excellent,6.688565416065278
3859,Low,Medium,Better,49,No,Travel_Rarely,Sales,4,College,Life Sciences,1,Male,2,Research Director,Married,108450,3.0,Y,24,8,0,27.0,4,4,1,2,Medium,Outstanding,7.780309557438611
3860,Very High,Low,Better,50,No,Travel_Rarely,Research & Development,2,College,Medical,1,Male,3,Sales Executive,Divorced,43770,5.0,Y,12,8,1,19.0,2,14,1,11,Medium,Excellent,7.7877777777777775
3861,High,High,Better,20,No,Travel_Rarely,Research & Development,18,Master,Medical,1,Female,2,Sales Executive,Single,37430,1.0,Y,13,8,1,2.0,2,2,2,2,High,Excellent,6.587264595103333
3862,Very High,Medium,Better,34,No,Travel_Rarely,Research & Development,10,Bachelor,Medical,1,Male,3,Laboratory Technician,Divorced,41480,1.0,Y,11,8,0,11.0,3,11,7,9,High,Excellent,7.691735253772222
3863,Low,Medium,Better,36,No,Travel_Rarely,Research & Development,1,Bachelor,Life Sciences,1,Female,2,Healthcare Representative,Single,10510,2.0,Y,14,8,0,15.0,2,4,1,3,High,Excellent,5.926177587844166
3864,High,High,Better,49,No,Travel_Rarely,Human Resources,6,College,Life Sciences,1,Female,2,Research Scientist,Married,107390,2.0,Y,11,8,3,30.0,3,15,2,12,High,Excellent,8.480666666666666
3865,Very High,High,Better,36,No,Non-Travel,Research & Development,8,Master,Life Sciences,1,Male,4,Laboratory Technician,Married,103880,0.0,Y,14,8,0,4.0,2,3,1,2,High,Excellent,7.975237243681389
3866,Very High,Low,Better,36,No,Travel_Rarely,Research & Development,2,College,Medical,1,Female,2,Healthcare Representative,Divorced,114160,6.0,Y,16,8,0,13.0,2,5,0,4,High,Excellent,6.286952718676111
3867,Medium,High,Better,54,No,Travel_Rarely,Sales,24,Bachelor,Marketing,1,Male,1,Laboratory Technician,Married,26000,3.0,Y,14,8,0,36.0,5,10,4,7,High,Excellent,7.526478342749445
3868,High,High,Better,43,No,Travel_Rarely,Research & Development,2,Master,Life Sciences,1,Female,1,Research Scientist,Married,24220,1.0,Y,11,8,1,14.0,2,14,6,11,High,Excellent,7.602657254361667
3869,Very High,Very High,Best,35,Yes,Travel_Frequently,Research & Development,17,Master,Medical,1,Male,1,Research Director,Single,54720,3.0,Y,11,8,1,13.0,3,11,6,7,Medium,Excellent,8.36287878787861
3870,Very High,Very High,Best,38,No,Travel_Frequently,Research & Development,19,College,Life Sciences,1,Male,2,Research Scientist,Married,24510,7.0,Y,12,8,1,19.0,3,13,2,9,High,Excellent,7.185211805555555
3871,Low,Medium,Good,29,No,Travel_Rarely,Research & Development,1,College,Medical,1,Male,2,Sales Representative,Divorced,42400,1.0,Y,14,8,0,10.0,2,10,0,9,Medium,Excellent,10.642694805194722
3872,Very High,Very High,Better,33,No,Travel_Rarely,Research & Development,7,Bachelor,Medical,1,Male,5,Sales Executive,Divorced,109990,1.0,Y,18,8,3,6.0,3,6,0,4,Medium,Excellent,6.380850480109722
3873,Very High,Medium,Good,32,No,Travel_Rarely,Research & Development,5,Master,Technical Degree,1,Male,5,Research Scientist,Divorced,50030,0.0,Y,13,8,0,10.0,5,9,1,6,High,Excellent,6.587743199631111
3874,Low,Very High,Better,31,No,Travel_Rarely,Research & Development,28,Master,Technical Degree,1,Female,2,Sales Executive,Married,127420,1.0,Y,11,8,0,10.0,4,10,0,2,Medium,Excellent,7.36986643026
3875,Very High,Low,Good,49,No,Travel_Rarely,Research & Development,2,Master,Medical,1,Male,1,Laboratory Technician,Divorced,42270,4.0,Y,18,8,0,17.0,3,2,2,2,Medium,Excellent,9.670134099616666
3876,Very High,Medium,Better,38,No,Travel_Frequently,Sales,29,College,Medical,1,Female,1,Sales Executive,Single,39170,1.0,Y,15,8,3,4.0,2,4,3,3,High,Excellent,7.781927966101667
3877,Medium,Medium,Better,47,No,Travel_Rarely,Research & Development,1,Master,Medical,1,Male,3,Laboratory Technician,Divorced,183030,6.0,Y,22,8,1,29.0,2,3,1,2,Medium,Outstanding,6.677626262626111
3878,High,High,Better,49,No,Travel_Rarely,Research & Development,21,Bachelor,Medical,1,Male,2,Manufacturing Director,Single,23800,4.0,Y,13,8,0,23.0,3,8,0,0,Low,Excellent,6.3627409781575
3879,Very High,High,Better,41,No,Travel_Rarely,Research & Development,24,Master,Life Sciences,1,Female,4,Manager,Single,137260,3.0,Y,12,8,0,21.0,6,2,0,2,Very High,Excellent,10.995572424651112
3880,Very High,Low,Better,20,No,Travel_Rarely,Research & Development,1,Bachelor,Life Sciences,1,Male,1,Sales Representative,Single,47770,1.0,Y,18,8,1,2.0,3,2,0,2,High,Excellent,7.689208392942223
3881,High,Very High,Better,33,No,Non-Travel,Research & Development,18,College,Medical,1,Female,2,Healthcare Representative,Divorced,63850,1.0,Y,13,8,0,7.0,6,6,1,2,Medium,Excellent,9.514089068825834
3882,Low,High,Good,36,No,Travel_Rarely,Research & Development,2,College,Technical Degree,1,Male,3,Sales Executive,Married,199730,6.0,Y,12,8,0,10.0,2,3,0,2,High,Excellent,6.011818287036944
3883,High,Very High,Better,44,No,Travel_Rarely,Research & Development,9,Bachelor,Technical Degree,1,Female,3,Healthcare Representative,Divorced,68610,4.0,Y,12,8,0,8.0,2,2,2,2,Medium,Excellent,8.514237588652222
3884,Very High,High,Better,23,Yes,Travel_Rarely,Human Resources,6,Bachelor,Life Sciences,1,Female,3,Laboratory Technician,Single,49690,1.0,Y,12,8,0,5.0,3,5,1,2,High,Excellent,8.11039419087111
3885,Very High,High,Good,38,No,Travel_Rarely,Research & Development,11,College,Life Sciences,1,Male,1,Sales Executive,Married,198450,7.0,Y,11,8,1,7.0,3,0,0,0,High,Excellent,7.34243025493
3886,Medium,Very High,Better,53,No,Travel_Rarely,Research & Development,24,Bachelor,Life Sciences,1,Male,4,Research Director,Married,133200,3.0,Y,11,8,0,11.0,2,4,1,2,High,Excellent,7.9231040189125
3887,Very High,High,Better,48,Yes,Travel_Frequently,Sales,10,College,Marketing,1,Male,1,Healthcare Representative,Married,63470,2.0,Y,12,8,1,19.0,3,9,7,7,Low,Excellent,9.880211202938334
3888,Very High,Medium,Better,32,Yes,Travel_Rarely,Sales,1,Bachelor,Life Sciences,1,Male,2,Research Scientist,Single,27430,1.0,Y,19,8,1,1.0,2,1,0,0,High,Excellent,7.471444444444445
3889,Very High,Very High,Better,26,No,Non-Travel,Research & Development,18,College,Medical,1,Male,1,Human Resources,Single,108800,1.0,Y,23,8,1,7.0,5,7,5,7,High,Outstanding,7.179538958045
3890,Low,Medium,Better,55,No,Travel_Rarely,Research & Development,23,Below College,Life Sciences,1,Male,5,Laboratory Technician,Divorced,23420,5.0,Y,11,8,2,8.0,2,4,1,2,High,Excellent,7.683146551723889
3891,Medium,Very High,Best,34,No,Travel_Rarely,Sales,28,Bachelor,Life Sciences,1,Female,2,Research Scientist,Married,176500,1.0,Y,19,8,1,15.0,6,15,4,13,Low,Excellent,7.971089569160833
3892,High,Very High,Best,60,No,Travel_Rarely,Sales,17,Master,Medical,1,Male,1,Manager,Divorced,40250,3.0,Y,13,8,1,19.0,5,1,0,0,Medium,Excellent,6.1716127180897224
3893,Medium,Medium,Better,33,No,Travel_Rarely,Sales,3,Bachelor,Life Sciences,1,Male,3,Manager,Married,97250,1.0,Y,11,8,0,14.0,0,14,2,13,High,Excellent,7.823783846871945
3894,High,Very High,Good,37,No,Travel_Frequently,Research & Development,13,Bachelor,Life Sciences,1,Male,1,Laboratory Technician,Divorced,119040,1.0,Y,12,8,1,6.0,4,6,1,3,High,Excellent,6.477309692671389
3895,Medium,Very High,Better,34,No,Travel_Rarely,Research & Development,7,College,Life Sciences,1,Male,1,Healthcare Representative,Married,21770,1.0,Y,13,8,0,10.0,5,10,8,7,High,Excellent,7.070055555555555
3896,High,Very High,Better,23,Yes,Travel_Rarely,Research & Development,12,College,Medical,1,Male,2,Research Scientist,Divorced,75250,1.0,Y,14,8,2,3.0,2,3,0,2,High,Excellent,9.185748489074722
3897,High,Very High,Better,44,No,Travel_Rarely,Human Resources,1,Bachelor,Life Sciences,1,Male,1,Research Scientist,Married,48340,1.0,Y,14,8,0,9.0,1,8,6,7,Very High,Excellent,8.500226337448334
3898,Low,Very High,Best,35,No,Travel_Frequently,Research & Development,13,Bachelor,Life Sciences,1,Male,3,Sales Executive,Single,20420,0.0,Y,16,8,0,6.0,2,5,1,4,High,Excellent,8.188280313508333
3899,Very High,Very High,Better,43,No,Travel_Rarely,Research & Development,25,Master,Life Sciences,1,Male,2,Sales Executive,Married,22200,1.0,Y,11,8,0,10.0,2,10,8,8,Low,Excellent,8.078224586288334
3900,High,High,Better,24,No,Travel_Rarely,Research & Development,6,Bachelor,Life Sciences,1,Male,3,Sales Executive,Married,10520,1.0,Y,13,8,0,5.0,3,5,0,4,High,Excellent,6.678580623306111
3901,Very High,High,Better,41,No,Travel_Rarely,Sales,6,Master,Marketing,1,Male,1,Research Scientist,Single,28210,1.0,Y,17,8,0,10.0,3,10,8,7,High,Excellent,6.965262345678889
3902,Very High,High,Better,29,No,Travel_Rarely,Research & Development,2,College,Life Sciences,1,Male,2,Research Scientist,Married,192370,9.0,Y,11,8,1,9.0,2,5,1,2,High,Excellent,7.797062978926944
3903,High,Very High,Good,36,No,Travel_Rarely,Human Resources,1,Master,Life Sciences,1,Female,3,Research Scientist,Single,41070,3.0,Y,11,8,1,17.0,2,13,6,7,Low,Excellent,6.224220809792778
3904,High,High,Good,45,No,Non-Travel,Sales,2,Bachelor,Life Sciences,1,Female,2,Manufacturing Director,Married,83960,3.0,Y,15,8,2,25.0,3,23,14,4,Medium,Excellent,6.254307375060556
3905,Very High,High,Better,24,Yes,Travel_Rarely,Sales,6,College,Medical,1,Female,2,Manager,Married,20070,1.0,Y,12,8,0,1.0,2,1,0,0,Medium,Excellent,6.383884200656111
3906,High,High,Bad,47,Yes,Travel_Frequently,Research & Development,1,Bachelor,Medical,1,Female,2,Sales Executive,Married,196270,7.0,Y,11,8,2,25.0,1,23,14,10,High,Excellent,6.777291378515278
3907,Very High,High,Best,26,No,Travel_Rarely,Research & Development,9,Below College,Medical,1,Male,1,Sales Executive,Married,106860,1.0,Y,14,8,1,3.0,2,3,0,2,High,Excellent,7.669615740740555
3908,Very High,Medium,Better,45,No,Travel_Rarely,Research & Development,1,Master,Life Sciences,1,Male,1,Research Director,Single,29420,1.0,Y,22,8,1,21.0,4,21,8,6,High,Outstanding,6.5472784810125
3909,Low,High,Good,32,No,Travel_Frequently,Sales,1,Below College,Marketing,1,Male,2,Laboratory Technician,Married,88580,6.0,Y,16,8,1,10.0,2,5,1,3,High,Excellent,6.838216553287777
3910,Medium,High,Best,31,No,Travel_Rarely,Research & Development,14,College,Life Sciences,1,Male,1,Sales Executive,Married,167560,1.0,Y,11,8,2,6.0,5,5,0,3,High,Excellent,7.192994227994166
3911,High,Medium,Better,41,No,Non-Travel,Sales,2,College,Medical,1,Male,2,Research Scientist,Married,107980,<built-in method __round__ of numpy.float64 object at 0x0000018675B7B030>,Y,14,8,2,10.0,5,3,1,2,Low,Excellent,7.710550786838334
3912,Medium,Low,Better,40,No,Travel_Rarely,Research & Development,22,College,Technical Degree,1,Male,1,Healthcare Representative,Married,23230,2.0,Y,16,8,1,18.0,2,1,0,0,High,Excellent,9.816450488145
3913,Medium,Low,Best,24,No,Travel_Rarely,Research & Development,3,Bachelor,Life Sciences,1,Female,1,Research Scientist,Divorced,14160,1.0,Y,15,8,1,6.0,3,6,1,2,Medium,Excellent,5.955148071625278
3914,High,Medium,Better,46,No,Travel_Rarely,Research & Development,6,Bachelor,Medical,1,Male,4,Sales Executive,Single,46150,6.0,Y,12,8,0,19.0,3,10,0,9,Medium,Excellent,7.615646551723889
3915,Very High,High,Better,35,No,Travel_Rarely,Sales,8,Master,Life Sciences,1,Male,1,Laboratory Technician,Married,24610,2.0,Y,20,8,1,17.0,4,7,0,7,High,Outstanding,7.344677456381945
3916,Medium,Very High,Good,30,No,Travel_Rarely,Sales,9,Master,Marketing,1,Male,1,Laboratory Technician,Married,87220,1.0,Y,17,8,1,10.0,3,10,0,8,High,Excellent,7.252746647509444
3917,High,Medium,Bad,47,No,Non-Travel,Research & Development,3,College,Life Sciences,1,Female,2,Sales Executive,Married,39550,7.0,Y,12,8,1,4.0,5,1,0,0,High,Excellent,7.717876647834166
3918,High,Very High,Good,46,No,Travel_Rarely,Research & Development,1,Master,Technical Degree,1,Female,3,Sales Executive,Divorced,99570,4.0,Y,20,8,0,13.0,1,10,0,3,High,Outstanding,9.660578014184166
3919,Medium,Low,Better,36,Yes,Travel_Rarely,Research & Development,1,Bachelor,Medical,1,Male,2,Manufacturing Director,Divorced,33760,5.0,Y,20,8,0,16.0,3,2,2,2,High,Outstanding,10.412180611785834
3920,Low,Medium,Better,32,Yes,Travel_Rarely,Research & Development,26,Bachelor,Medical,1,Female,2,Research Director,Single,88230,6.0,Y,13,8,2,10.0,3,0,0,0,High,Excellent,6.867999523128056
3921,High,Medium,Bad,23,No,Travel_Rarely,Sales,6,Master,Life Sciences,1,Male,3,Manufacturing Director,Single,103220,1.0,Y,14,8,2,3.0,2,3,1,2,High,Excellent,5.980474137930833
3922,Very High,Very High,Good,31,No,Travel_Frequently,Sales,3,Bachelor,Marketing,1,Male,2,Sales Executive,Single,46210,2.0,Y,18,8,1,9.0,3,5,1,4,High,Excellent,6.468435105363889
3923,Very High,Very High,Better,39,No,Non-Travel,Research & Development,3,Bachelor,Life Sciences,1,Female,2,Manufacturing Director,Married,109760,1.0,Y,11,8,0,9.0,3,9,5,8,Medium,Excellent,10.193314814814721
3924,Very High,High,Bad,32,No,Travel_Rarely,Research & Development,6,Bachelor,Technical Degree,1,Male,1,Research Scientist,Married,36600,3.0,Y,11,8,2,10.0,0,4,0,2,Medium,Excellent,7.5916404826955555
3925,Medium,Medium,Good,40,No,Travel_Rarely,Sales,6,Bachelor,Life Sciences,1,Male,3,Manufacturing Director,Single,104820,1.0,Y,11,8,1,21.0,6,21,12,8,Medium,Excellent,7.7707403433475
3926,High,High,Best,45,No,Travel_Rarely,Research & Development,19,Master,Medical,1,Male,1,Sales Representative,Married,71190,4.0,Y,15,8,0,9.0,2,5,0,3,High,Excellent,7.722700483091667
3927,Very High,Low,Better,30,No,Travel_Frequently,Sales,9,Bachelor,Life Sciences,1,Male,1,Research Director,Single,95820,0.0,Y,12,8,1,10.0,2,9,0,7,High,Excellent,6.160638888888889
3928,Low,Very High,Better,24,No,Travel_Frequently,Sales,3,Master,Marketing,1,Male,1,Sales Executive,Married,45080,0.0,Y,11,8,1,3.0,5,2,2,1,High,Excellent,5.986451129552778
3929,High,Very High,Good,30,Yes,Travel_Frequently,Research & Development,10,Bachelor,Life Sciences,1,Female,1,Human Resources,Divorced,22070,6.0,Y,14,8,0,6.0,4,4,1,2,High,Excellent,6.649223429951666
3930,Low,High,Better,31,No,Travel_Rarely,Research & Development,3,College,Life Sciences,1,Male,3,Laboratory Technician,Married,77560,1.0,Y,15,8,2,6.0,3,5,0,2,Very High,Excellent,7.606590702947778
3931,High,Very High,Good,27,No,Travel_Rarely,Sales,3,Bachelor,Life Sciences,1,Male,1,Manager,Single,66940,1.0,Y,13,8,1,6.0,2,6,1,4,Medium,Excellent,6.2705507246375
3932,Medium,Medium,Better,29,Yes,Travel_Rarely,Sales,4,Bachelor,Marketing,1,Male,5,Research Scientist,Single,36910,1.0,Y,13,8,0,2.0,3,2,2,2,High,Excellent,6.804979338842778
3933,Very High,High,Best,29,No,Travel_Frequently,Research & Development,8,Master,Life Sciences,1,Female,1,Sales Executive,Single,23770,8.0,Y,21,8,1,10.0,2,3,0,2,High,Outstanding,8.79538573508
3934,High,Low,Better,30,No,Travel_Rarely,Sales,7,Bachelor,Life Sciences,1,Male,3,Sales Executive,Divorced,23130,2.0,Y,11,8,0,12.0,5,7,1,7,High,Excellent,8.002729885057223
3935,Very High,Very High,Better,34,No,Travel_Rarely,Research & Development,1,College,Medical,1,Female,2,Healthcare Representative,Married,176650,0.0,Y,11,8,0,6.0,5,5,1,2,Medium,Excellent,9.915464480874167
3936,Very High,Medium,Good,33,No,Non-Travel,Research & Development,2,Master,Medical,1,Male,1,Sales Representative,Single,25960,8.0,Y,14,8,1,13.0,4,11,1,7,High,Excellent,7.332613636363611
3937,Very High,Very High,Best,49,No,Travel_Rarely,Sales,3,Master,Marketing,1,Male,1,Sales Executive,Single,47280,3.0,Y,11,8,1,8.0,4,5,0,4,High,Excellent,7.6816354166666665
3938,Low,Low,Good,33,Yes,Travel_Rarely,Research & Development,10,Bachelor,Life Sciences,1,Male,1,Sales Executive,Single,43020,2.0,Y,13,8,0,11.0,3,0,0,0,Low,Excellent,8.271562064156111
3939,High,Medium,Good,38,No,Travel_Frequently,Research & Development,28,Bachelor,Medical,1,Male,1,Healthcare Representative,Married,29790,4.0,Y,12,8,1,9.0,3,6,0,5,High,Excellent,7.912287308228611
3940,Low,High,Better,31,Yes,Travel_Rarely,Human Resources,9,Master,Human Resources,1,Male,2,Laboratory Technician,Married,168850,2.0,Y,14,8,2,10.0,2,1,0,0,High,Excellent,6.168589651883611
3941,Very High,Low,Better,29,No,Travel_Rarely,Research & Development,3,Master,Other,1,Female,2,Sales Representative,Divorced,55930,1.0,Y,13,8,1,1.0,3,1,0,0,High,Excellent,6.287173611111111
3942,High,High,Better,30,No,Travel_Rarely,Research & Development,2,Below College,Medical,1,Male,1,Sales Representative,Married,104450,3.0,Y,18,8,1,10.0,3,7,1,7,High,Excellent,6.7312359943975
3943,Medium,Medium,Better,32,No,Non-Travel,Research & Development,10,Master,Life Sciences,1,Female,1,Laboratory Technician,Single,87400,2.0,Y,11,8,1,12.0,2,7,0,7,High,Excellent,5.9313113972338884
3944,Medium,Very High,Better,38,No,Travel_Rarely,Research & Development,8,College,Technical Degree,1,Female,1,Manufacturing Director,Married,25140,3.0,Y,11,8,0,15.0,2,1,1,0,Medium,Excellent,9.036384335154722
3945,High,High,Better,43,Yes,Travel_Frequently,Research & Development,1,Master,Other,1,Male,3,Sales Executive,Married,76550,9.0,Y,12,8,1,6.0,3,1,0,0,High,Excellent,8.400613912231389
3946,Medium,Medium,Good,42,No,Travel_Rarely,Human Resources,1,Bachelor,Other,1,Female,1,Healthcare Representative,Divorced,174650,8.0,Y,13,8,1,7.0,3,5,0,4,High,Excellent,6.699085309158333
3947,High,Low,Better,55,No,Travel_Rarely,Research & Development,3,College,Life Sciences,1,Female,1,Sales Executive,Married,73510,8.0,Y,20,8,1,34.0,3,1,0,0,High,Outstanding,7.565954785954722
3948,Very High,Medium,Good,33,No,Non-Travel,Research & Development,14,Bachelor,Other,1,Male,1,Research Scientist,Divorced,108200,5.0,Y,12,8,0,11.0,2,9,1,7,High,Excellent,6.731928506375
3949,High,Low,Better,41,No,Travel_Rarely,Research & Development,5,Bachelor,Medical,1,Male,1,Sales Representative,Divorced,121690,1.0,Y,19,8,0,5.0,2,5,0,4,High,Excellent,6.291201790633333
3950,Very High,High,Better,34,No,Non-Travel,Research & Development,7,Master,Medical,1,Female,1,Research Scientist,Divorced,196260,1.0,Y,21,8,0,15.0,5,15,0,7,Medium,Outstanding,8.186905255878056
3951,Low,High,Good,53,No,Non-Travel,Research & Development,10,Master,Medical,1,Male,2,Healthcare Representative,Married,20700,4.0,Y,13,8,2,27.0,2,3,0,2,Very High,Excellent,8.123122448979444
3952,Medium,Very High,Better,43,No,Travel_Rarely,Sales,16,College,Marketing,1,Female,1,Laboratory Technician,Single,67820,0.0,Y,16,8,1,10.0,2,9,1,8,High,Excellent,6.06212585034
3953,Very High,Very High,Better,34,No,Travel_Rarely,Sales,10,College,Life Sciences,1,Female,5,Sales Executive,Single,77790,5.0,Y,12,8,1,6.0,2,2,2,2,High,Excellent,7.696015046296111
3954,Medium,Medium,Better,21,Yes,Travel_Rarely,Sales,1,College,Marketing,1,Male,5,Healthcare Representative,Single,27910,1.0,Y,14,8,0,1.0,3,1,1,0,Very High,Excellent,7.4572569444444445
3955,Very High,High,Better,38,No,Travel_Rarely,Research & Development,8,College,Life Sciences,1,Female,2,Sales Executive,Married,32010,1.0,Y,11,8,1,5.0,3,5,0,4,Medium,Excellent,6.394260431317222
3956,High,Low,Better,22,Yes,Travel_Rarely,Research & Development,1,Bachelor,Other,1,Male,4,Research Scientist,Married,49680,1.0,Y,14,8,0,1.0,3,1,0,0,High,Excellent,8.907727272727222
3957,Low,Very High,Better,31,No,Travel_Rarely,Research & Development,8,Doctor,Life Sciences,1,Male,5,Sales Executive,Married,131200,1.0,Y,12,8,2,13.0,6,12,5,7,Medium,Excellent,7.295628072762778
3958,Low,High,Better,51,No,Travel_Rarely,Research & Development,1,Master,Life Sciences,1,Female,1,Manager,Married,40330,2.0,Y,14,8,0,15.0,2,2,2,2,High,Excellent,6.686816148775834
3959,Medium,Medium,Better,37,No,Travel_Rarely,Research & Development,24,Below College,Life Sciences,1,Male,2,Sales Executive,Married,32910,1.0,Y,16,8,3,5.0,2,5,0,3,Medium,Excellent,7.993744064577222
3960,High,Very High,Better,46,No,Travel_Rarely,Sales,3,Master,Marketing,1,Female,1,Sales Representative,Divorced,42720,7.0,Y,13,8,0,24.0,3,2,2,2,Very High,Excellent,9.945325670498056
3961,Very High,Low,Better,36,No,Travel_Rarely,Research & Development,27,Bachelor,Technical Degree,1,Female,4,Research Scientist,Married,50560,7.0,Y,12,8,0,15.0,2,12,5,7,Medium,Excellent,9.4817286501375
3962,High,Medium,Good,44,Yes,Travel_Frequently,Sales,10,Master,Life Sciences,1,Male,1,Research Scientist,Divorced,28440,1.0,Y,12,8,0,6.0,2,5,2,3,Very High,Excellent,9.252950819671945
3963,High,Medium,Good,37,No,Travel_Rarely,Research & Development,19,College,Technical Degree,1,Male,2,Sales Executive,Divorced,27030,2.0,Y,14,8,0,19.0,2,10,4,7,High,Excellent,6.041700930004723
3964,High,Very High,Better,35,Yes,Travel_Rarely,Research & Development,15,Master,Life Sciences,1,Male,2,Research Scientist,Single,19040,1.0,Y,22,8,1,10.0,4,10,7,7,High,Outstanding,8.558407407407222
3965,Very High,Low,Better,33,No,Travel_Rarely,Research & Development,8,Doctor,Medical,1,Male,2,Laboratory Technician,Married,82240,6.0,Y,19,8,0,14.0,3,10,7,6,High,Excellent,8.04376886145389
3966,High,Very High,Best,28,No,Travel_Rarely,Sales,9,Bachelor,Medical,1,Female,2,Sales Executive,Married,47660,1.0,Y,12,8,0,5.0,3,5,0,3,High,Excellent,7.336870748299167
3967,High,High,Better,39,No,Travel_Rarely,Sales,3,Master,Marketing,1,Female,2,Laboratory Technician,Single,26100,7.0,Y,12,8,0,9.0,2,4,2,2,Medium,Excellent,6.861092036242222
3968,Medium,Medium,Better,46,No,Non-Travel,Research & Development,9,College,Life Sciences,1,Male,2,Manufacturing Director,Single,57310,8.0,Y,17,8,0,6.0,2,2,2,2,High,Excellent,6.673032015065833
3969,High,Low,Good,40,No,Travel_Rarely,Research & Development,2,College,Medical,1,Male,1,Research Director,Married,25390,4.0,Y,12,8,1,7.0,3,4,0,2,High,Excellent,6.551916666666667
3970,Medium,Low,Good,42,No,Travel_Rarely,Research & Development,7,Master,Other,1,Female,2,Laboratory Technician,Married,57140,5.0,Y,11,8,0,10.0,2,0,0,0,High,Excellent,6.610516366989167
3971,Medium,Very High,Better,35,No,Non-Travel,Sales,10,Below College,Life Sciences,1,Female,2,Research Director,Divorced,43230,2.0,Y,18,8,3,15.0,3,7,1,7,High,Excellent,6.684642531876111
